run.
Starting optimization with 20...

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Backtracking satisfying Null Curvature Condition
-------------------------------------------------------------------------------------------------------------
Quasi-Newton Method status output definitions

  iter     - Number of iterates (steps taken) 
  value    - Objective function value 
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Number of times the gradient was computed
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          #fval     #grad     ls_#fval  ls_#grad  n_vmult   
  54    2.231652e-11   1.916031e-07   2.524006e-03   56        55        1         0         176562    
  55    1.822771e-11   2.054908e-08   1.037274e-03   57        56        1         0         179918    
  56    1.817673e-11   7.070513e-09   1.179722e-04   58        57        1         0         182372    
  57    1.816374e-11   7.797596e-09   2.105143e-05   59        58        1         0         184886    
  58    1.806603e-11   2.037984e-08   1.029534e-04   60        59        1         0         187346    
  59    1.787514e-11   3.823134e-08   1.272941e-04   61        60        1         0         189800    
  60    1.733042e-11   6.997628e-08   2.519577e-04   62        61        1         0         192236    
  61    1.607138e-11   1.130066e-07   4.483125e-04   63        62        1         0         194657    
  62    1.334049e-11   1.613158e-07   8.569452e-04   64        63        1         0         197048    
  63    8.987970e-12   1.782199e-07   1.360163e-03   65        64        1         0         199445    
  64    4.923625e-12   1.188594e-07   1.397227e-03   66        65        1         0         201848    
  65    3.423098e-12   3.593118e-08   6.511285e-04   67        66        1         0         204260    
  66    3.238930e-12   3.464705e-09   2.537750e-04   68        67        1         0         206699    
  67    3.231721e-12   3.065989e-10   8.146316e-05   69        68        1         0         209150    
Optimization Terminated with Status: Converged
The process took 803.952 seconds to run.
Total n_vmult for algorithm 209150
